Ciudad;Año;Mes;PM2.5;PM10;NO2;SO2;O3;Temperatura;Humedad;Indice_AQI
Cali;2015;12;44.800.525.756.938.200;9.910.818.964.344.050;4.845.304.563.471.820;13.126.631.316.477.500;32.240.396.692.160.200;2.405.070.978.342.580;53.184.922.619.491.600;11.158.047.626.262.000
Bogotá;2018;5;18.932.077.131.965.200;6.909.628.943.149.670;2.974.391.065.156.050;16.408.055.557.629.200;42.862.083.095.644.400;22.250.690.125.785.300;5.630.915.421.325.100;184.310.163.635.646
Cúcuta;2018;12;5.499.815.842.070.060;9.005.159.628.543.180;19.938.025.233.573.800;8.077.025.807.924.210;58.770.260.619.542;2.058.384.085.361.450;8.043.778.239.329.860;8.067.844.528.954.100
Manizales;2020;1;4.628.069.575.428.240;7.727.680.868.585.220;3.302.624.760.078.470;15.779.972.268.361.500;31.762.844.074.990.300;2.394.260.936.625.720;8.393.096.030.270.610;12.904.674.322.217.100
Bogotá;2024;6;3.530.752.594.051.500;7.692.068.821.821.600;19.319.064.484.089.700;11.988.084.170.265.900;340.069.641.762.389;19.534.764.070.757.700;60.854.373.616.197.800;56.204.801.189.016.700
Cali;2023;9;35.004.779.171.976.000;8.108.508.952.053.040;935.084.075.839.929;14.259.718.891.981.300;20.114.533.497.775.200;13.078.835.635.222.600;7.969.289.441.128.320;7.718.764.579.022.140
Barranquilla;2017;12;266.407.803.557.817;8.618.108.578.175.550;387.236.394.526.517;5.816.221.544.487.060;23.983.295.448.281.000;17.361.388.656.231.300;7.844.397.902.404.360;13.242.253.565.733.700
Barranquilla;2023;3;39.051.266.170.216.400;634.233.834.682.552;13.969.407.358.689.800;11.071.501.160.268.700;28.367.488.435.542.200;1.676.070.687.559.520;6.534.029.095.831.460;1.102.672.480.116.060
Cartagena;2020;11;5.132.138.694.812.880;9.069.598.261.052.470;4.951.712.624.997.290;29.595.934.498.774.800;4.413.261.642.468.710;1.397.940.421.039.560;7.230.776.290.607.040;9.195.049.693.169.240
Cali;2021;3;24.452.653.066.162.700;4.831.058.752.842.430;20.106.676.245.377.900;1.855.650.257.655.230;398.274.930.723.367;23.847.000.331.738.500;100.0;16.809.986.244.399.900
Cali;2024;2;11.999.118.666.219.000;698.933.885.334.775;4.633.264.681.561.850;1.0;5.315.224.012.809.550;21.136.166.546.947.400;657.764.795.792.166;6.312.749.665.911.550
Bogotá;2016;4;4.554.827.382.285.110;8.671.939.848.544.550;11.313.289.314.799.400;822.624.090.185.575;1.211.728.589.207.740;237.697.053.290.491;6.629.362.015.109.660;9.416.083.130.978.750
Manizales;2024;10;39.865.489.613.657.000;8.990.035.159.231.770;3.525.493.586.266.250;5.341.457.029.001.880;14.115.180.352.212.300;24.603.756.778.016.800;7.225.010.714.328.300;11.967.090.065.971.000
Santa Marta;2020;3;1.819.701.797.838.230;7.921.577.696.522.800;299.972.627.298.465;13.373.502.076.011.100;4.322.499.522.283.110;25.782.344.183.801.200;6.725.569.905.714.310;6.513.969.633.318.050
Bogotá;2020;12;2.399.912.943.628.820;62.132.151.240.885.200;3.337.746.225.555.150;19.619.729.729.649.500;47.386.324.515.773.800;24.034.608.705.743.900;8.185.753.597.126.590;12.036.920.930.284.200
Medellín;2016;2;2.211.343.588.924.780;8.793.415.556.737.400;34.680.227.066.762.600;13.274.575.493.437.600;3.039.753.746.005.110;17.101.957.016.028.900;9.203.865.939.128.580;14.298.701.790.111.400
Barranquilla;2016;1;24.132.015.964.486.200;5.661.267.521.762.490;2.002.254.857.718.820;24.806.418.484.756.700;5.0;24.897.627.626.254.800;6.629.996.891.300.650;954.159.184.366.331
Barranquilla;2016;3;30.144.758.689.382.100;10.502.818.147.497.800;11.911.561.579.970.000;31.102.991.172.058;2.107.765.005.721.500;2.310.902.369.603.850;57.148.222.833.527.400;7.258.962.127.813.230
Cartagena;2024;10;3.100.179.043.578.870;6.830.658.205.000.670;2.449.082.269.660.780;34.940.793.373.571.700;3.402.592.382.579.260;3.295.052.389.562.410;9.962.361.914.516.500;8.750.239.439.835.780
Medellín;2015;6;25.238.095.173.973.000;3.920.748.611.588.070;2.723.030.257.585.130;5.534.428.841.922.990;19.207.044.161.067.200;22.039.591.699.365.000;7.179.714.214.380.820;0.0
Barranquilla;2019;9;23.627.542.707.501.000;4.610.633.063.966.890;20.281.553.788.444.900;1.060.622.347.647.950;3.222.151.388.325.250;2.391.449.892.866.460;4.443.208.386.398.000;14.024.494.656.207.400
Bogotá;2022;11;31.568.234.841.209.200;7.087.287.273.759.170;27.775.539.701.598.600;4.865.388.123.583.750;5.278.266.538.646.370;2.152.587.195.592.840;9.793.411.191.545.340;11.058.361.328.126.500
Medellín;2016;5;3.751.537.302.289.340;7.279.650.542.652.100;282.962.553.117.474;6.241.686.228.474.870;4.711.359.383.514.000;2.224.447.925.348.270;8.689.281.498.481.850;9.294.294.745.808.040
Bogotá;2019;3;3.025.555.195.452.730;10.939.313.369.902.100;1.589.973.553.456.130;1.310.241.761.963.640;3.970.670.694.444.160;2.190.693.322.958.450;9.402.013.784.067.670;333.283.901.572.356
Santa Marta;2022;5;52.380.005.350.119.500;49.230.013.247.715.400;28.949.712.816.904.600;3.804.140.584.430.910;2.922.660.865.394.210;1.982.688.211.899.670;9.151.371.286.083.870;14.436.157.301.811.300
Santa Marta;2024;5;426.213.157.163.118;7.078.924.398.607.860;2.232.787.976.305.350;4.334.019.935.149.490;24.063.983.305.195.200;22.886.768.288.774.500;100.0;8.249.613.280.695.180
Barranquilla;2019;5;11.137.312.147.119.500;4.881.157.185.835.880;1.800.019.099.796.620;800.730.623.504.964;3.909.301.578.332.960;25.108.802.210.615.500;5.444.594.946.463.270;1.226.097.284.973.540
Barranquilla;2016;12;428.559.164.812.078;6.014.690.293.573.190;3.287.375.138.223.990;8.477.784.645.803.390;30.304.735.830.002.700;19.902.466.603.146.700;5.806.527.887.943.000;9.954.427.005.166.600
Manizales;2017;12;44.083.159.738.783.700;10.367.944.060.138.600;17.230.087.883.064.500;1.505.007.858.610.650;30.716.453.272.468.400;2.617.786.644.255.110;6.261.604.479.865.820;3.540.406.326.274.810
Santa Marta;2020;7;2.847.897.547.813.710;47.273.275.536.880.100;2.043.332.410.095.270;5.496.801.260.109.390;11.385.412.645.427.600;25.571.551.647.998.900;62.187.306.903.315.200;1.507.417.241.921.580
Cúcuta;2019;5;12.572.036.190.452.600;8.174.084.848.135.660;25.720.508.501.866.500;63.986.000.793.955.100;2.142.563.541.328.920;1.759.868.874.086.670;7.184.426.773.094.790;14.314.334.311.977.700
Cúcuta;2018;7;3.512.100.139.116.700;7.785.814.718.028.780;3.874.311.620.654.230;12.908.350.581.395.000;39.022.325.607.801.700;1.718.155.137.190.920;62.651.519.445.121.200;1.305.613.428.828.790
Cartagena;2018;9;3.488.437.022.776.630;6.951.657.147.283.580;2.692.784.077.724.290;1.400.697.161.891.690;16.787.197.911.016.900;24.240.767.000.534.600;5.215.674.096.753.850;11.259.388.767.007.300
Santa Marta;2019;5;1.817.530.645.200.200;8.038.873.246.383.470;30.282.883.324.746.600;1.714.362.233.563.290;3.318.848.518.322.940;1.906.232.107.510.420;56.883.437.148.087.400;5.210.084.989.687.290
Bogotá;2016;2;13.231.711.756.100.900;4.679.959.236.113.420;22.023.574.640.035.000;12.345.601.774.323.700;3.495.004.313.836.960;16.771.446.763.652.500;6.559.370.372.807.060;1.347.585.634.028.370
Bogotá;2023;5;3.368.669.680.319.840;10.312.645.015.607.100;2.421.510.375.623.650;10.651.820.299.809.100;3.565.065.378.904.820;30.584.487.230.767.000;8.716.450.676.111.120;18.819.995.376.487.000
Bucaramanga;2016;8;3.150.384.211.923.760;10.849.690.990.247.000;24.511.227.664.804.000;12.875.192.033.730.700;3.672.317.059.629.220;17.168.362.178.506.500;61.370.347.110.218.400;10.464.543.120.893.400
Medellín;2024;12;28.741.019.520.164.000;7.094.209.395.518.620;27.933.062.360.170.200;8.662.935.970.557.260;3.753.271.263.768.070;14.382.022.759.203.800;821.495.172.858.335;10.542.753.219.717.600
Pereira;2016;4;3.374.883.897.880.150;11.846.212.261.227.100;220.403.242.695.174;8.626.162.028.122.600;2.251.448.289.548.960;18.081.533.057.894.400;50.180.816.143.919.800;55.926.432.907.912.700
Cúcuta;2024;2;18.458.354.392.695.200;6.201.944.136.900.150;38.399.998.854.762.000;11.294.484.386.062.300;12.388.145.236.065.900;2.315.824.096.861.280;2.201.653.480.174.980;1.718.400.435.276.690
Barranquilla;2023;10;28.477.690.807.008.200;780.086.398.771.256;2.126.833.761.497.850;14.467.079.783.446.600;19.517.575.051.399.700;22.367.760.386.671.000;6.800.237.354.016.280;8.563.537.616.125.370
Cartagena;2017;3;4.299.987.545.921.520;9.863.778.127.549.020;7.927.588.647.946.320;11.057.294.725.258.700;3.875.905.436.285.890;31.436.067.150.824.100;60.849.869.028.072.400;15.926.672.675.197.800
Pereira;2024;9;2.975.044.879.473.060;6.081.991.079.554.180;52.427.966.043.700.100;13.885.196.331.841.500;15.589.840.874.451.600;18.158.035.261.136.100;56.773.942.038.926;15.375.034.854.775.100
Cali;2021;9;992.041.292.311.172;42.369.018.822.411.200;2.172.631.309.056.240;1.0;17.512.671.841.385.900;23.180.782.034.939.600;55.017.245.928.579.300;9.738.366.886.602.470
Cartagena;2018;8;27.909.615.834.146.400;3.776.565.868.762.290;3.813.169.787.091.340;976.449.146.053.227;17.446.271.990.907.900;2.764.244.444.194.570;5.938.727.279.225.500;1.172.051.717.752.760
Cali;2020;8;18.947.623.047.397.000;11.121.653.127.805.300;3.904.790.841.959.750;5.720.592.468.111.830;7.848.306.543.080.870;1.870.492.075.753.320;5.518.975.102.733.900;51.265.529.765.034.300
Santa Marta;2018;8;3.900.704.444.692.590;59.419.506.987.224.400;3.445.214.312.250.380;17.506.812.524.101.100;16.235.947.606.418.400;25.518.621.040.344.800;56.548.959.275.512.300;10.444.905.033.903.800
Cali;2024;8;3.978.256.105.070.630;6.628.526.473.163.000;23.019.727.804.025.900;13.071.084.577.419.100;4.200.476.295.988.400;12.839.144.495.705.100;49.617.289.726.175.100;7.902.275.428.403.420
Cali;2021;8;10.118.380.623.709.500;4.774.471.843.357.890;2.786.684.819.874.340;11.171.177.054.052.800;21.398.824.167.413.200;3.079.377.269.705.360;38.058.990.533.125.200;10.218.684.617.159.500
Manizales;2015;1;46.385.194.558.732.800;8.896.678.558.658.370;12.254.897.906.950.700;7.840.335.153.294.870;9.012.742.121.347.840;26.973.788.807.536.000;3.685.888.767.787.550;8.901.386.241.179.850
Manizales;2017;6;18.317.205.480.821.600;543.688.028.155.083;4.490.147.773.818.270;11.986.041.550.658.200;23.860.273.741.025.000;1.859.662.501.395.510;100.0;882.997.544.035.313
Manizales;2017;12;58.387.734.357.235.200;6.017.473.944.677.350;16.481.940.018.173.300;5.359.071.853.109.470;3.612.656.659.072.400;2.614.908.888.916.850;6.905.129.813.299.060;13.985.595.750.934.600
Santa Marta;2015;9;3.426.835.603.249.070;759.904.083.883.232;22.460.990.372.591.200;9.501.373.261.571.170;8.030.726.821.396.040;28.565.914.497.299.600;9.286.813.669.456.270;17.855.690.993.619.300
Pereira;2020;8;16.304.097.521.912.500;4.871.908.145.508.850;2.598.986.487.040.250;7.108.183.065.062.890;4.143.972.371.719.210;15.556.657.080.916.300;6.733.613.307.066.110;9.322.177.380.694.550
Cartagena;2023;3;1.787.020.893.960.970;664.283.546.097.155;239.256.024.516.304;21.332.448.274.908.400;12.708.230.215.691.000;19.000.610.505.126.000;6.783.585.162.330.350;15.674.521.543.544.300
Cartagena;2022;11;4.022.142.937.681.010;980.441.917.900.654;18.431.267.177.066.000;173.497.387.809.542;25.254.196.332.159.700;2.873.041.706.921.460;7.460.005.936.198.660;5.033.742.790.196.840
Barranquilla;2021;1;29.130.501.651.524.300;7.856.508.795.033.720;38.943.390.520.546.800;15.315.237.419.914.100;25.100.818.680.052.500;22.337.364.447.199.800;7.960.105.972.217.030;9.631.045.588.649.020
Manizales;2024;2;3.355.019.135.572.780;7.261.084.584.856.710;345.027.928.348.828;2.548.444.889.229.210;2.326.271.871.893.360;24.180.830.828.497.400;5.129.995.820.619.920;4.815.225.472.742.670
Santa Marta;2022;11;5.919.170.349.045.550;742.972.941.892.773;28.220.472.043.256.900;14.320.785.561.420.200;29.222.379.618.221.700;22.350.986.143.031.400;6.430.337.729.352.670;8.750.544.632.883.190
Barranquilla;2020;2;2.451.133.903.656.380;6.221.729.808.046.870;210.044.694.400.325;10.938.333.375.709.600;3.934.272.424.772.030;26.457.444.218.329.000;745.717.264.222.934;12.862.795.425.987.200
Medellín;2023;7;358.994.428.654.356;10.992.304.639.509.800;3.564.275.871.844.470;16.117.300.697.580.700;29.510.381.024.361.400;24.564.658.202.740.100;40.997.113.913.200.100;14.474.536.501.134.700
Barranquilla;2017;12;562.976.673.105.958;53.756.857.389.318.600;20.355.313.672.224.300;11.611.975.475.634.600;22.731.916.078.880.800;22.531.086.319.610.000;8.946.007.481.354.430;6.885.898.155.219.390
Pereira;2024;6;39.057.702.131.996;742.185.232.392.786;40.703.918.403.378.100;9.966.411.669.808.480;35.488.184.217.130.700;11.491.536.760.913.400;859.413.612.661.392;11.832.266.082.692.800
Cúcuta;2024;11;10.900.958.969.629.900;7.230.051.132.685.610;26.112.209.154.834.200;11.168.921.481.682.700;32.487.164.743.470.000;2.520.005.315.257.470;384.733.542.934.043;14.919.977.390.653.700
Cali;2023;2;4.258.083.517.598.200;901.752.501.426.627;3.729.781.526.972.710;1.0;2.196.595.728.087.800;25.646.204.883.296.000;56.814.992.872.573.000;1.435.091.039.099.370
Manizales;2018;8;17.554.957.133.248.300;920.634.787.758.728;23.861.796.738.164.100;6.162.983.639.161.010;3.050.761.706.501.230;15.802.305.636.214.800;7.157.274.612.390.740;11.035.828.077.245.800
Cúcuta;2021;9;5.610.211.293.099.440;6.935.962.391.025.850;25.715.331.820.409.400;1.186.667.769.351.630;2.097.188.996.150.890;16.142.005.458.821.900;8.262.763.465.006.480;7.643.263.051.988.770
Barranquilla;2023;7;22.656.985.925.030.300;7.581.332.986.226.090;3.725.421.061.458.660;15.696.941.792.032.900;19.611.135.259.236.600;24.587.992.978.347.900;9.289.190.794.310.930;7.244.657.215.516.100
Santa Marta;2016;4;7.954.264.261.618.490;7.657.069.507.827.890;4.693.925.151.804.440;7.247.534.418.439.400;3.966.961.456.979.880;2.297.162.534.067.130;60.439.879.401.777.200;6.629.400.054.076.890
Cali;2016;1;57.010.639.824.915.100;24.557.166.888.587.800;4.060.366.817.504.880;9.795.965.600.680.330;3.536.350.567.882.980;12.126.032.090.391.600;100.0;9.873.554.177.321.580
Cartagena;2023;4;2.305.081.145.558.030;3.822.020.795.044.440;337.713.461.937.785;19.950.377.766.230.400;39.244.555.622.838.500;1.788.989.147.927.210;6.926.861.013.301.620;6.707.378.199.281.910
Bogotá;2017;4;35.300.207.075.024.100;5.789.872.618.556.050;30.892.834.329.575.900;172.965.540.667.688;3.762.154.201.381.810;23.569.215.494.510.100;6.663.808.146.638.500;12.712.157.473.535.100
Cali;2023;8;46.304.664.224.501.900;5.876.802.647.246.260;1.993.051.309.740.370;15.568.708.661.165.600;1.935.336.889.135.130;2.538.338.434.584.430;784.258.713.087.338;10.913.346.801.311.200
Pereira;2019;4;4.675.490.711.340.060;4.601.435.156.071.730;27.952.297.411.054.300;13.260.513.092.835.900;42.015.383.160.801.500;19.078.403.900.870.900;7.466.185.775.045.140;10.732.067.513.437.300
Pereira;2020;4;4.163.504.389.964.290;849.916.514.274.726;15.869.508.160.032.600;12.034.030.938.154.400;26.428.714.676.616.900;21.262.717.557.508.100;7.382.325.812.339.780;26.380.978.174.108.100
Barranquilla;2016;2;53.782.385.554.491.600;7.004.236.842.034.940;2.875.782.133.684.770;17.762.745.325.733.900;41.150.613.879.206.500;1.760.323.947.152.680;9.994.241.712.413.390;10.111.119.634.808.600
Medellín;2022;12;3.315.546.580.048.440;6.570.610.905.226.320;29.400.506.606.935.700;5.974.945.043.426.410;28.498.600.680.344.400;28.619.618.370.807.600;7.371.055.912.863.350;8.163.526.749.360.940
Pereira;2023;10;29.499.234.971.359.500;44.876.894.509.852.200;5.391.548.585.318.080;5.434.192.218.366.700;3.375.795.705.455.180;22.872.941.387.630.000;5.523.588.579.941.770;18.665.670.496.484.600
Pereira;2016;7;2.979.704.018.113.080;6.910.910.271.510.420;2.538.738.609.191.700;15.307.598.931.282.100;3.411.873.514.736.420;18.661.558.585.926.200;574.036.767.152.438;4.880.209.840.680.140
Santa Marta;2020;4;4.787.559.847.958.190;17.466.304.880.027.700;2.914.874.899.089.100;14.971.566.908.540.600;3.975.840.462.341.260;1.621.849.283.912.590;9.208.937.023.040.180;9.178.301.675.291.320
Barranquilla;2020;11;4.047.771.560.453.960;6.674.087.378.388.310;2.416.290.142.860.970;403.252.206.955.424;10.385.446.547.893.500;15.665.563.156.005.100;8.025.743.730.905.660;11.532.394.053.306.700
Cali;2022;6;3.936.925.498.535.380;7.126.367.337.615.510;2.858.048.838.856.570;7.343.200.592.115.660;11.083.227.447.486.800;31.057.773.596.261.600;466.547.655.828.909;61.091.488.468.891.900
Medellín;2024;3;4.692.851.373.885.770;7.483.829.968.642.990;1.158.277.756.643.680;18.445.465.655.386.900;38.060.530.381.226.100;2.113.244.077.902.440;4.591.712.154.540.340;17.713.010.747.165.700
Cúcuta;2019;7;5.0;387.179.647.304.144;17.241.356.944.397.400;12.058.336.641.079.500;3.427.634.957.992.030;20.002.394.549.108.700;7.037.581.826.699.350;1.779.515.257.810.540
Bogotá;2023;6;3.965.103.235.812.720;744.963.347.338.295;35.349.381.631.639.300;1.393.580.759.009.080;20.692.276.221.736.500;20.933.780.927.341.400;7.924.732.562.182.270;6.566.329.347.777.000
Manizales;2015;3;38.278.533.333.105.700;4.917.137.460.270.910;25.005.716.656.457.700;4.204.767.287.353.210;343.717.069.082.009;18.848.951.069.315.800;59.829.285.348.304.000;76.327.672.214.476
Cartagena;2023;4;6.003.212.121.951.050;5.375.060.335.415.330;28.398.789.813.149.000;1.328.322.262.268.580;1.310.447.747.875.310;21.464.947.534.607.100;44.797.446.260.644.500;18.587.251.575.137.000
Pereira;2024;10;12.071.180.266.044.900;843.586.277.164.533;19.534.788.392.914.200;29.022.922.711.455.900;6.917.147.413.042.810;22.174.642.018.024.800;5.312.242.397.631.530;1.558.108.312.886.870
Barranquilla;2021;5;5.835.779.948.565.130;11.028.227.446.719.400;25.194.940.232.768.500;1.0;45.738.856.641.935.300;22.075.017.660.710.900;9.468.626.645.961.560;8.522.613.092.861.180
Manizales;2018;9;3.613.113.693.386.990;710.271.751.760.536;5.0;1.363.411.980.090.430;3.746.763.212.889.440;15.687.011.006.617.700;7.745.455.018.048.870;11.725.743.176.436.700
Cartagena;2017;6;42.334.842.959.900.600;5.365.809.082.719.530;33.460.119.384.207.600;17.172.225.848.172.400;30.907.564.448.129.800;26.462.154.900.240.900;8.500.123.095.067.620;4.453.086.557.288.230
Cartagena;2024;4;6.013.878.181.414.060;7.377.340.895.019.990;43.079.328.389.524.700;873.106.962.125.416;22.575.263.462.336.400;19.235.202.834.297.100;8.747.489.976.453.300;18.786.953.068.062.200
Cúcuta;2020;11;434.114.190.200.836;887.805.831.499.829;14.349.824.507.853.500;7.267.246.590.727.700;14.277.765.127.849.500;18.706.683.263.945.900;6.060.990.688.368.460;10.291.446.208.578.900
Cúcuta;2015;11;4.100.552.434.193.840;824.199.513.174.547;15.596.678.124.904.300;1.855.424.328.123.180;28.634.128.470.126.900;18.480.869.917.337.200;6.440.447.499.569.600;12.342.345.610.191.400
Cúcuta;2017;7;38.634.367.787.034.700;12.486.225.744.927.400;29.408.798.982.374.800;9.026.083.154.426.960;19.682.872.371.658.500;1.673.764.153.434.450;6.747.991.921.617.670;62.598.162.712.745.500
Bucaramanga;2016;2;2.774.782.797.508.430;55.693.248.618.106.600;39.738.792.905.067.400;9.671.156.382.213.700;2.038.269.781.616.100;23.338.988.326.436.500;7.625.027.253.622.100;54.556.368.228.048.000
Bucaramanga;2023;4;34.572.663.132.344.100;7.504.462.959.838.590;24.979.026.826.170.500;18.469.786.132.201.600;1.299.892.032.270.540;26.474.909.861.700.000;863.425.726.514.414;11.804.365.139.929.600
Cartagena;2017;5;2.426.730.850.815.870;10.097.835.906.836.400;1.270.681.979.187.490;823.207.593.485.895;3.299.595.662.317.320;18.385.053.906.830.900;9.804.822.178.582.220;176.651.962.990.805
Cúcuta;2016;4;3.433.149.650.861.770;9.972.318.474.037.060;22.913.827.633.621.200;672.986.195.327.567;25.476.077.930.125.200;1.278.437.107.309.110;8.221.453.254.602.790;783.808.624.133.139
Santa Marta;2018;4;5.0;30.998.441.469.512.300;14.700.679.196.882.000;14.077.541.120.685.400;36.420.858.897.910.400;1.686.442.701.195.780;8.232.378.762.520.050;6.083.588.126.067.960
