Ciudad;Año;Mes;Casos_Asma;Casos_Bronquitis;Casos_Neumonia;Casos_EPOC;Urgencias_Respiratorias;Hospitalizaciones;Mortalidad_Respiratoria;Edad_Promedio_Pacientes;Costo_Promedio_Paciente
Medellín;2018;10;24;15;11;9;23;8;1;52.215.904.914.093.100;5.535.985.652.705.810
Santa Marta;2017;3;20;14;7;10;24;10;2;42.158.614.227.969.100;7.202.191.936.819.500
Medellín;2020;12;28;16;9;9;28;12;1;3.465.395.762.631.520;49.153.398.508.463.800
Bogotá;2021;11;24;19;15;4;28;17;1;6.882.591.281.200.610;7.622.253.322.353.510
Pereira;2017;1;13;18;8;10;21;14;2;7.473.699.975.704.820;48.121.117.226.783.200
Cartagena;2017;11;24;11;10;16;42;17;1;4.633.250.129.508.810;7.877.891.210.153.610
Medellín;2021;8;23;19;13;12;30;11;0;7.414.738.744.916.740;4.185.122.565.814.910
Pereira;2024;9;15;18;11;11;29;19;1;5.099.004.415.254.060;663.679.810.630.726
Santa Marta;2023;7;18;14;16;5;32;13;1;23.360.322.098.711.500;8.063.067.963.007.100
Cartagena;2017;11;18;15;10;11;30;10;3;683.988.430.757.116;1.012.952.264.881.250
Santa Marta;2020;7;23;21;14;10;25;14;3;5.936.316.765.261.460;5.627.607.460.860.860
Cartagena;2019;3;18;15;8;8;33;11;5;360.338.120.180.039;9.593.374.638.294.740
Medellín;2022;9;16;15;8;8;35;13;4;51.882.233.692.306.100;6.112.242.483.393.070
Pereira;2023;9;21;5;12;10;30;4;1;42.763.579.120.567.400;5.335.622.112.029.250
Cali;2022;5;15;15;8;13;30;12;2;601.272.879.534.629;6.967.933.187.110.210
Barranquilla;2015;7;15;16;14;10;26;18;4;5.463.076.828.135.580;3.096.015.671.688.690
Cartagena;2021;1;24;8;15;8;34;12;2;40.154.380.584.620.600;8.911.577.149.464.640
Santa Marta;2022;6;21;16;9;8;35;15;1;6.245.722.459.351.650;7.465.118.090.546.260
Cúcuta;2019;10;14;12;5;8;32;10;1;1.971.189.212.089.510;100000.0
Medellín;2018;1;14;12;8;5;25;10;2;2.414.254.715.219.220;36.843.478.914.646.500
Pereira;2021;10;20;18;7;7;38;18;3;3.493.227.558.915.010;18.203.869.095.976.500
Cartagena;2020;6;20;22;13;10;37;16;2;4.591.130.915.049.050;20.241.925.312.752.300
Cúcuta;2016;6;21;16;8;5;42;7;0;6.209.523.165.904.550;43.585.511.978.345.700
Cúcuta;2023;7;18;20;7;7;32;9;1;13.400.822.091.565.200;5.605.628.528.855.150
Santa Marta;2017;7;18;9;11;4;21;24;1;5.462.154.557.111.080;3.065.572.845.191.080
Cali;2015;11;19;14;7;4;27;11;0;2.101.778.626.285.990;3.512.296.192.818.560
Cúcuta;2017;10;27;13;13;8;32;11;2;5.259.753.714.467.840;9.200.907.344.881.380
Manizales;2015;12;12;9;6;9;27;14;2;5.970.203.673.703.940;5.443.868.798.387.080
Cúcuta;2024;3;9;14;9;8;36;8;1;4.440.220.062.752.150;6.199.800.239.871.060
Manizales;2021;7;20;12;14;12;37;19;3;3.167.714.195.999.460;4.180.782.905.380.870
Pereira;2020;11;22;15;5;5;22;10;2;486.685.584.816.777;49.546.597.524.916.800
Barranquilla;2022;10;23;12;17;8;27;10;1;3.981.418.994.168.680;2.767.932.610.572.370
Cartagena;2018;2;16;14;14;12;37;13;1;4.200.788.434.960.850;38.439.814.240.114.000
Bucaramanga;2020;12;19;15;12;8;21;8;1;419.296.472.817.224;100000.0
Barranquilla;2017;11;22;18;12;12;27;9;0;33.298.065.180.468.200;285.501.276.533.887
Pereira;2018;2;21;18;6;6;31;9;1;5.441.177.124.014.400;7.775.820.162.723.120
Cartagena;2020;1;25;14;12;2;28;11;1;58.976.999.109.474.600;33.059.633.096.120.300
Cali;2019;2;18;14;6;6;30;15;1;5.084.858.042.000.170;5.425.472.350.797.350
Bogotá;2016;12;21;12;10;8;30;9;2;3.897.565.346.850.460;5.978.205.950.063.190
Bogotá;2023;2;28;16;10;8;35;14;4;53.840.095.368.546.300;497.208.969.419.929
Pereira;2016;12;19;13;16;6;48;12;2;380.825.438.716.667;5.476.392.468.730.740
Cali;2022;11;24;19;9;5;31;10;2;4.282.384.991.110.720;2.948.283.669.776.970
Santa Marta;2019;9;13;16;12;5;22;13;2;742.904.566.418.671;7.339.858.150.134.150
Barranquilla;2021;3;33;14;11;10;32;8;0;5.885.051.500.700.990;31.178.997.334.934.100
Manizales;2020;1;21;11;12;7;34;10;1;46.951.006.491.867.100;47.109.412.226.162
Bogotá;2016;12;19;14;16;1;27;17;4;542.469.883.903.792;3.776.331.401.911.370
Bucaramanga;2018;2;13;14;12;4;38;18;3;6.625.317.114.505.050;3.159.941.600.849.230
Bogotá;2023;10;31;15;10;8;24;4;3;3.355.433.606.746.420;3.497.745.525.638.530
Cali;2021;8;17;20;8;9;27;7;3;4.074.736.353.832.170;7.522.143.819.976.390
Barranquilla;2015;10;23;14;9;7;32;8;0;4.133.367.199.303.330;8.116.687.645.339.360
Manizales;2018;2;26;17;10;13;23;17;2;31.317.154.461.147.300;5.577.160.604.931.280
Medellín;2024;11;21;15;4;7;20;13;3;6.552.548.947.848.320;100000.0
Pereira;2017;11;24;10;12;9;28;8;1;6.938.940.207.422.460;42.684.106.844.167.600
Bucaramanga;2015;4;19;10;11;11;34;17;4;31.401.989.407.920.800;14.873.328.875.974.800
Santa Marta;2019;9;19;7;6;6;30;11;0;6.795.532.805.651.600;3.612.919.766.663.050
Medellín;2023;9;30;16;13;5;36;16;3;4.095.359.614.543.650;6.912.562.585.555.260
Cali;2018;7;24;11;10;7;28;16;4;36.379.544.184.492.100;6.771.430.317.900.240
Barranquilla;2016;1;31;7;4;9;19;12;0;4.713.129.357.007.980;225.338.945.915.804
Bucaramanga;2021;10;19;17;7;8;31;19;2;2.744.174.162.207.640;5.864.017.653.223.920
Bogotá;2022;11;16;14;13;8;23;12;3;4.786.262.873.012.480;5.868.772.208.937.990
Cartagena;2016;5;21;15;5;8;34;10;4;4.746.194.765.638.340;3.628.771.633.497.170
Pereira;2024;5;22;13;10;7;26;9;0;6.918.817.037.606.090;4.612.628.721.700.100
Manizales;2023;2;17;17;8;8;27;9;3;2.793.077.658.396.570;40.791.444.604.385.000
Cali;2024;7;20;14;6;9;40;14;3;2.451.361.579.061.730;4.125.561.351.740.520
Medellín;2022;1;12;20;11;15;28;15;1;4.700.465.414.772.260;715.667.396.692.048
Medellín;2018;1;20;21;10;10;24;9;1;4.435.616.807.793.680;13.116.341.427.029.400
Santa Marta;2018;12;15;17;8;7;34;10;0;5.535.088.764.646.470;6.662.248.644.078.770
Cartagena;2019;10;24;12;13;9;29;9;4;4.640.455.531.128.900;47.157.356.159.832.000
Pereira;2015;12;20;16;8;12;22;11;1;58.805.068.563.481.000;6.755.705.600.209.930
Bucaramanga;2021;1;20;11;9;6;39;11;1;5.290.447.445.179.990;6.897.131.454.622.670
Bucaramanga;2018;11;25;18;12;3;30;15;4;7.858.444.180.116.430;82.937.065.635.373
Manizales;2015;10;22;13;7;11;35;9;2;56.181.966.768.883.200;448.093.194.531.184
Bogotá;2018;7;17;9;13;7;16;12;4;4.370.326.910.708.800;5.818.906.994.440.840
Cali;2018;4;17;15;12;9;23;8;1;42.399.023.820.346;3.317.398.811.230.670
Cartagena;2015;4;12;16;9;9;28;14;2;4.524.563.415.273.620;6.025.359.657.538.150
Manizales;2023;9;17;16;14;2;29;15;3;6.263.623.934.778.320;2.657.717.373.652.200
Bucaramanga;2022;4;12;10;14;11;28;13;2;4.206.567.871.273.020;4.693.446.725.396.430
Bogotá;2023;8;20;12;10;16;35;15;2;43.644.560.365.493.200;48.142.752.752.316.600
Cúcuta;2021;1;16;16;14;12;30;8;2;48.944.744.808.704.200;38.480.297.772.592.000
Cali;2019;3;20;15;7;8;29;10;2;6.626.178.334.453.930;7.769.416.584.199.590
Manizales;2021;12;13;15;10;12;31;21;2;407.283.729.300.519;6.559.462.702.527.080
Bogotá;2016;1;21;9;9;9;27;10;5;4.186.863.801.188.910;35.964.998.081.461.500
Bogotá;2024;1;26;17;10;7;33;12;0;5.104.961.384.313.730;22.838.174.260.626.900
Bogotá;2021;3;26;17;13;7;34;12;3;419.366.498.449.587;4.016.191.781.579.790
Barranquilla;2018;4;23;10;15;7;44;13;3;41.085.134.724.013.000;2.446.151.839.899.400
Bogotá;2019;6;25;17;17;9;29;6;1;5.630.265.431.164.470;6.191.816.838.390.100
Bogotá;2021;3;19;8;14;12;23;11;2;6.168.845.728.019.310;5.025.487.262.474.230
Cúcuta;2016;8;28;15;10;5;27;11;0;662.686.115.195.458;6.099.942.556.613.430
Pereira;2019;8;15;13;16;2;27;14;1;4.384.970.436.559.720;46.348.095.385.238.100
Cartagena;2016;3;17;17;9;4;28;16;4;3.650.378.948.032.950;49.412.353.303.090.100
Medellín;2024;3;17;18;10;12;21;14;1;58.801.243.809.291.700;100000.0
Manizales;2020;12;20;10;9;9;25;12;2;5.075.524.310.850.220;6.253.148.611.719.220
Bogotá;2024;6;16;22;14;3;23;8;1;6.198.056.277.755.680;15.455.256.075.026.900
Cúcuta;2022;1;22;15;11;12;30;6;0;17.624.946.206.613.800;4.251.593.329.188.380
Bogotá;2021;1;28;20;11;8;23;9;3;5.869.375.895.369.990;7.896.432.361.833.870
Cali;2019;11;24;19;5;10;33;13;2;7.186.363.935.300.960;2.958.929.721.227.840
Bucaramanga;2017;11;19;18;11;7;31;9;2;60.676.169.591.331;6.490.586.796.918.190
Barranquilla;2018;5;21;10;9;11;43;12;1;5.721.882.522.650.300;38.169.660.332.982.000
Medellín;2016;10;17;9;9;6;27;11;1;5.636.410.205.329.370;6.163.695.201.874.970
Cartagena;2020;7;21;17;12;12;29;14;3;9.764.898.803.789.470;23.206.149.097.173.300
Santa Marta;2022;1;8;10;8;7;23;9;1;6.584.797.039.924.240;2.233.541.743.106.720
Bogotá;2022;2;18;19;8;9;34;12;1;3.429.736.319.007.440;7.057.110.223.445.320
Bogotá;2023;11;21;21;16;6;22;7;5;27.463.382.189.307.000;2.886.522.062.106.100
Bucaramanga;2019;9;16;17;10;10;41;8;4;5.711.062.189.013.930;4.654.723.929.204.030
Cúcuta;2024;1;23;22;8;7;32;16;1;4.281.654.649.675.750;8.569.373.254.395.820
Santa Marta;2020;3;19;15;6;8;27;11;3;17.532.892.489.657.400;3.213.833.253.324.430
Manizales;2016;8;23;15;5;7;30;11;1;3.867.449.643.227.360;6.254.942.798.261.190
Santa Marta;2024;2;22;9;10;9;25;11;1;38.632.140.739.252.600;100000.0
Barranquilla;2018;10;21;16;10;6;21;4;4;4.065.618.493.460.680;5.517.947.957.269.710
Pereira;2017;12;24;16;15;6;24;12;5;991.100.009.733.993;476.128.174.398.327
Bogotá;2023;12;19;11;12;9;31;12;1;5.727.680.739.706.610;5.856.918.867.285.870
Cartagena;2020;7;15;21;10;11;30;9;4;36.865.418.721.538.400;5.517.553.038.708.960
Medellín;2020;2;16;12;8;11;28;19;1;3.479.111.076.990.100;4.308.841.041.478.910
Cali;2018;3;27;12;9;8;20;14;3;2.750.463.557.776.400;16.486.414.465.925.800
Santa Marta;2020;10;22;16;14;10;33;15;1;63.437.497.487.105.800;6.864.165.196.455.530
Barranquilla;2015;9;21;20;13;7;40;11;3;3.768.602.503.036.390;4.065.350.802.150.470
Bogotá;2023;4;23;19;8;3;24;16;2;9.977.951.492.868.590;3.997.869.776.708.610
Cartagena;2017;12;19;18;10;9;22;9;1;4.098.325.399.781.810;45.816.778.013.055.800
Santa Marta;2019;7;18;10;10;7;30;11;1;22.702.428.974.332.800;5.980.904.593.130.740
Bucaramanga;2021;6;22;18;8;7;41;17;0;6.517.318.858.467.350;5.474.736.937.017.570
Bogotá;2016;7;26;10;9;9;31;9;1;6.430.559.854.548.280;544.889.793.829.416
Barranquilla;2018;7;25;16;10;13;36;14;1;4.241.982.609.143.980;7.342.824.954.912.840
Medellín;2020;2;20;13;9;3;32;10;2;28.085.606.340.191.900;25.866.356.625.200.500
Bogotá;2015;1;30;18;7;4;28;16;2;6.706.971.633.166.420;4.699.793.812.026.410
Cartagena;2020;10;27;14;9;4;32;13;2;4.792.429.478.998.820;5.325.380.902.571.230
Bogotá;2019;6;23;20;16;9;23;7;3;30.533.753.784.238.700;100000.0
Pereira;2016;7;18;14;10;8;16;18;3;519.028.906.093.739;11.037.985.639.159.800
Medellín;2020;2;30;16;5;8;33;13;3;573.612.461.303.439;625.444.319.658.642
Cartagena;2019;2;18;9;10;5;41;8;2;71.387.650.230.889;4.247.173.616.330.620
Cali;2015;9;25;17;7;7;24;17;3;52.747.297.431.717.900;100000.0
Bucaramanga;2020;12;15;20;12;11;32;6;2;3.477.562.357.518.450;3.786.877.369.662.180
Bucaramanga;2021;11;16;20;7;8;30;15;1;3.679.095.448.907.200;38.833.480.569.103.200
Pereira;2023;5;21;12;13;12;26;13;4;63.587.611.507.314.700;5.675.698.009.598.210
Cartagena;2016;7;16;16;14;11;28;11;4;3.768.038.154.878.230;27.474.279.230.928.000
Cartagena;2020;1;19;16;10;6;31;9;1;19.095.863.106.815.400;4.902.733.164.062.570
Cartagena;2020;4;24;22;12;6;19;14;2;4.730.444.049.876.330;28.839.499.245.901.000
Cúcuta;2015;2;23;18;8;7;23;17;0;5.277.468.616.044.280;8.704.853.230.817.180
Medellín;2022;11;21;21;20;6;31;11;0;7.457.832.605.439.880;19.704.650.402.299.600
Cali;2019;5;19;18;7;6;40;9;4;41.231.338.399.838.500;3.832.199.083.168.180
Barranquilla;2016;1;29;14;11;10;20;8;1;4.094.541.519.157.720;35.282.135.977.995.300
Manizales;2019;10;26;18;7;9;27;8;1;1.536.401.017.306.880;5.215.887.925.629.560
Santa Marta;2018;7;20;12;9;12;25;15;1;4.097.552.654.187.260;6.830.879.535.020.210
Bogotá;2021;2;26;13;11;6;37;11;4;550.392.736.215.223;4.032.337.327.083.020
Cali;2024;3;21;13;8;10;34;9;2;5.508.839.882.325.490;1.334.036.435.936.000
Santa Marta;2022;5;21;22;10;11;37;11;2;60.277.573.582.113.600;8.098.620.121.107.630
Manizales;2015;9;17;15;9;10;36;16;2;3.986.840.269.524.680;606.168.514.212.875
Pereira;2015;10;16;21;6;6;23;15;3;715.735.011.321.751;19.835.723.749.578.500
Medellín;2022;4;23;17;10;3;30;13;2;46.929.795.605.137.000;2.149.638.158.839.420
Cali;2018;8;18;9;11;7;22;18;5;7.831.335.314.935.870;17.237.590.509.598.900
Manizales;2022;11;17;16;14;11;34;7;4;6.876.853.411.236.020;45.765.332.840.355.700
Manizales;2021;8;16;21;12;12;27;13;1;5.024.373.732.158.200;6.385.220.777.497.780
Cali;2023;10;24;16;7;6;34;14;2;8.310.445.862.174.770;26.597.218.624.562.900
Santa Marta;2021;4;18;14;4;9;34;6;1;4.499.561.494.135.190;35.207.039.036.168.600
Cartagena;2018;11;17;19;10;6;41;14;0;6.060.159.213.242.700;6.265.124.091.131.920
Manizales;2019;4;17;14;7;9;32;9;1;5.965.202.079.247.630;3.842.688.013.226.940
Cali;2021;2;15;11;10;8;35;9;1;4.216.980.984.965.040;50.477.671.895.664.200
Pereira;2016;8;22;9;10;11;28;12;1;3.482.179.721.426.590;100000.0
Barranquilla;2017;1;19;13;13;8;34;10;3;15.086.022.904.525.200;3.032.067.521.028.440
Manizales;2017;12;22;13;16;6;31;4;2;3.011.776.512.797.040;3.347.323.192.091.620
Medellín;2023;12;19;19;10;7;34;10;2;1.736.125.049.649.310;48.597.643.382.351.300
Cartagena;2016;5;19;11;7;10;24;15;0;43.768.069.221.779.800;7.830.828.836.949.170
Bucaramanga;2018;8;30;21;8;11;29;15;7;3.838.137.669.372.430;4.612.849.124.090.440
Bogotá;2022;6;26;19;7;6;30;14;3;22.305.475.349.935.500;3.572.072.202.997.620
Cúcuta;2015;10;21;14;12;10;23;9;4;3.717.002.353.458.170;9.543.683.204.923.970
Cúcuta;2023;4;12;14;5;8;41;10;2;923.831.346.264.885;3.627.669.665.725.510
Barranquilla;2020;9;12;19;8;11;28;10;1;2.164.188.007.016.320;5.550.750.610.138.830
Cartagena;2018;12;10;20;10;17;22;16;3;3.228.726.387.091.360;7.653.539.678.088.230
Cúcuta;2019;3;26;19;3;11;32;12;1;3.930.749.373.460.840;2.830.804.821.508.230
Santa Marta;2021;9;30;18;9;4;32;13;3;4.573.999.424.702.930;4.267.355.141.822.440
Medellín;2022;1;15;19;12;10;31;13;1;56.772.955.796.821.900;46.534.332.364.895.500
Cartagena;2019;12;23;19;4;6;33;11;1;3.948.294.215.181.800;45.782.451.488.081.700
Barranquilla;2021;4;17;6;11;12;27;13;2;5.569.774.230.483.120;490.659.649.081.046
Medellín;2017;10;20;14;7;5;30;9;3;3.421.544.285.881.440;8.536.442.272.770.630
Medellín;2016;3;20;18;19;9;21;6;0;58.731.072.870.674.200;6.240.742.240.213.210
Cúcuta;2016;2;21;19;7;7;32;10;0;20.172.839.365.141.300;2.642.059.857.281.370
Santa Marta;2024;4;27;13;8;5;21;11;2;7.455.996.547.390.530;7.409.740.168.384.040
Pereira;2017;4;24;20;7;7;32;8;3;2.732.431.488.434.260;51.436.239.081.127.900
Santa Marta;2020;9;24;15;8;3;40;11;0;58.954.210.825.085.100;3.229.907.806.134.850
Santa Marta;2024;10;17;23;10;14;32;9;0;2.495.109.002.947.880;6.414.157.724.621.200
Pereira;2015;12;21;16;12;9;31;10;3;30.999.355.341.857.400;7.557.837.986.905.490
Pereira;2017;6;27;13;8;11;38;11;2;36.839.708.030.601.700;9.473.552.166.557.800
Cartagena;2017;6;22;15;9;12;31;12;4;1.612.699.315.627.240;3.807.641.358.915.210
Barranquilla;2016;6;16;17;10;13;29;13;1;61.173.508.192.762.200;5.304.076.908.924.280
Santa Marta;2015;6;17;16;8;4;31;8;5;30.486.666.855.228.000;7.310.140.043.024.030
Cali;2015;8;29;20;14;6;39;11;2;6.591.958.128.097.250;5.911.661.225.893.340
Medellín;2015;4;21;18;11;5;41;11;0;5.494.431.217.893.670;4.542.923.287.985.310
Santa Marta;2022;1;14;20;12;10;21;7;3;49.467.442.147.433.900;6.214.559.484.516.270
Cartagena;2020;11;21;19;3;6;21;11;3;1.0;6.283.086.726.685.230
Pereira;2023;3;20;16;14;11;28;9;2;47.137.243.564.194.500;436.378.149.052.802
Cartagena;2017;8;10;18;10;7;32;15;2;43.424.988.382.980.000;4.196.341.173.420.770
Manizales;2021;1;28;19;11;15;32;12;2;4.760.690.667.087.070;49.558.771.582.294.600
Cartagena;2020;5;20;14;10;8;26;14;1;5.332.827.720.281.160;7.245.141.167.322.360
Santa Marta;2023;2;28;27;7;7;27;12;1;5.840.043.294.739.600;30.810.318.901.942.800
Cúcuta;2023;10;16;20;8;10;32;4;1;5.689.922.120.780.960;47.086.858.979.345.100
Pereira;2023;4;15;25;5;9;22;7;4;51.193.974.009.737.900;9.286.064.802.273.290
Pereira;2021;3;22;17;9;10;29;10;2;50.359.939.653.326.700;32.565.210.129.603.100
Bogotá;2023;1;18;14;16;11;22;9;0;2.732.710.479.770.150;45.035.733.937.371.200
Cartagena;2021;5;26;14;9;8;23;12;0;29.751.715.944.127.700;7.931.098.258.259.240
Cúcuta;2023;9;25;19;8;6;26;10;5;3.282.599.337.177.660;48.249.323.846.447.500
Pereira;2016;3;20;18;11;8;32;10;1;7.393.616.645.235.460;3.690.186.270.559.820
Bogotá;2016;1;14;20;14;10;32;13;0;5.553.636.297.430.490;20.844.154.735.500.500
Cúcuta;2021;1;23;17;15;15;33;11;1;45.576.363.681.538.700;6.536.532.112.373.010
Santa Marta;2024;1;17;12;13;9;28;4;1;19.725.015.877.254.900;49.868.186.523.151.700
Bogotá;2020;4;22;21;10;4;28;14;2;588.287.794.096.125;28.414.513.058.378.300
Cartagena;2020;5;12;15;13;8;27;10;1;27.685.799.580.852.600;50.603.832.634.014.700
Santa Marta;2019;8;28;7;9;7;23;13;2;3.100.681.883.301.100;38.885.518.023.031.800
Bogotá;2015;10;14;17;10;11;31;16;2;4.569.809.204.879.440;3.575.078.425.244.560
Pereira;2021;11;12;12;6;12;36;8;0;3.724.565.486.860.430;3.739.832.954.182.950
Medellín;2016;7;20;20;12;7;33;10;0;22.970.398.881.670.300;52.345.196.410.864.300
Bucaramanga;2022;10;28;15;6;6;36;23;1;53.921.774.256.760.800;3.397.725.853.597.310
Medellín;2024;4;18;14;11;12;23;13;4;559.511.913.273.125;5.934.957.161.487.690
Medellín;2021;2;21;19;10;13;27;5;1;5.466.734.326.967.050;7.133.505.916.534.820
Bogotá;2016;2;17;22;13;8;35;11;4;2.069.111.150.073.980;40.244.489.716.395.800
Bucaramanga;2016;2;19;19;5;5;32;11;1;48.296.442.700.975.600;7.275.008.141.573.590
Cartagena;2024;1;24;10;11;6;32;14;0;26.093.409.878.348.200;5.975.527.941.115.450
Barranquilla;2022;11;17;12;7;9;24;9;1;5.706.395.560.741.100;4.898.033.318.164.980
Barranquilla;2019;6;13;13;9;10;28;12;2;5.372.777.282.140.280;7.384.246.075.054.340
Cúcuta;2022;4;27;15;9;3;29;17;1;27.900.954.956.233.300;18.832.489.728.209.800
Medellín;2015;3;20;12;11;10;36;16;1;4.791.748.875.753.020;2.623.918.959.723.980
Santa Marta;2023;1;23;18;14;7;30;10;1;40.652.786.088.613.800;5.027.014.595.921.130
Manizales;2022;12;30;12;7;8;35;11;2;4.420.231.012.864.740;45.886.827.351.437.200
Cartagena;2020;7;18;17;9;8;29;16;0;8.653.157.698.163.150;5.441.230.424.192.610
Santa Marta;2022;9;17;18;5;13;28;14;2;5.030.227.614.783.180;6.805.377.012.809.220
Cúcuta;2015;12;23;22;4;6;33;16;1;63.732.190.620.908.600;5.587.006.287.592.560
Barranquilla;2022;4;19;11;8;4;31;18;0;2.581.010.247.454.810;6.679.855.185.220.290
Bucaramanga;2015;1;24;13;10;3;32;9;1;7.107.232.629.475.070;2.766.391.222.442.110
Medellín;2018;3;17;12;5;10;29;6;3;4.628.881.443.263.390;49.139.026.292.687.200
Bogotá;2024;9;29;15;7;6;26;11;1;19.183.723.952.691.600;5.332.989.197.908.020
Bogotá;2017;1;12;14;13;6;30;14;0;4.543.570.405.121.540;3.550.879.448.570.060
Barranquilla;2017;1;27;16;8;10;25;10;4;4.246.326.921.136.240;7.093.483.044.677.830
Cúcuta;2024;5;25;16;11;6;27;12;1;4.313.879.771.107.430;8.082.280.971.787.370
Cali;2023;5;27;29;10;8;33;10;4;33.575.204.926.334.700;36.357.689.540.826.500
Cali;2022;8;20;14;12;7;32;10;3;4.850.758.066.984.680;449.780.274.419.684
Manizales;2024;1;20;11;7;8;24;14;0;5.346.475.569.879.050;5.497.501.132.859.810
Pereira;2022;8;21;26;10;9;28;9;4;6.835.961.466.311.800;6.285.424.479.377.720
Bucaramanga;2021;11;20;12;7;7;28;10;1;8.491.840.303.882.330;43.066.996.716.129.700
Bogotá;2022;2;21;13;11;9;38;8;1;38.926.149.331.606.800;410.054.093.969.058
Bucaramanga;2022;1;22;18;10;15;31;12;4;29.469.600.445.623.400;5.959.771.967.820.510
Pereira;2024;11;19;15;5;11;28;10;2;6.125.333.211.517.070;10.264.962.431.240.700
Cartagena;2020;8;21;13;9;10;25;16;3;3.726.586.951.484.000;36.200.869.931.075.800
Pereira;2022;10;19;18;16;8;32;12;1;1.781.458.366.054.690;848.100.243.726.746
Bogotá;2016;2;10;17;15;9;30;9;1;4.865.683.833.716.420;12.273.988.106.640.600
Barranquilla;2021;5;19;15;8;6;25;16;0;3.316.999.193.593.000;4.602.807.647.547.820
Cúcuta;2017;10;21;19;6;6;31;16;2;2.110.602.849.905.380;2.985.475.450.882.740
Santa Marta;2022;6;16;7;8;16;32;13;0;60.749.061.578.064.000;3.147.357.423.054.310
Cartagena;2019;3;29;19;10;8;21;11;3;1.860.252.469.720.270;627.304.412.880.999
Santa Marta;2019;9;15;15;12;7;28;12;2;7.643.090.436.696.300;34.697.950.078.307.700
Santa Marta;2017;9;14;11;12;13;31;11;3;7.516.661.748.288.470;6.067.812.141.544.320
Cali;2015;8;23;12;7;11;34;7;5;28.749.822.179.163.100;44.172.170.841.612.300
Cali;2016;7;17;20;4;5;30;16;2;4.740.219.488.203.650;7.848.982.621.605.960
Cúcuta;2016;5;23;14;8;10;30;12;0;5.252.029.809.194.050;6.201.185.442.605.050
Bogotá;2021;10;15;16;11;4;40;14;4;5.350.643.955.912.370;6.639.491.700.849.830
Bucaramanga;2016;2;21;19;8;13;29;7;2;4.712.080.504.696.320;1.854.725.760.966.430
Bucaramanga;2021;3;20;17;11;7;23;12;0;27.903.875.505.473.700;6.824.703.069.686.360
Santa Marta;2015;5;17;16;14;12;28;14;2;6.915.244.381.475.960;3.411.123.613.957.130
Pereira;2016;8;21;13;15;11;30;6;3;4.170.055.141.898.300;5.569.365.775.039.120
Pereira;2021;1;21;17;13;12;43;11;4;5.078.432.451.731.440;11.876.125.551.947.300
Bogotá;2021;11;22;17;17;8;35;22;1;4.603.186.692.794.090;49.350.201.101.853.400
Manizales;2016;1;24;23;6;6;37;14;2;50.710.312.747.689.400;6.300.513.484.879.410
Santa Marta;2024;7;29;13;5;8;30;10;0;7.552.463.024.234.500;3.847.700.905.387.750
Bogotá;2021;1;19;16;12;10;26;13;3;38.907.325.748.300.700;3.996.360.214.264.850
Pereira;2023;3;23;14;16;17;30;12;1;44.661.438.774.619.300;6.817.339.602.498.580
Cartagena;2022;8;15;17;11;6;27;15;4;57.506.996.865.064.500;100000.0
Medellín;2020;9;33;22;14;9;32;13;1;4.122.201.722.677.730;4.215.802.458.744.330
Cali;2018;5;18;16;14;9;34;11;2;653.936.734.058.236;948.184.635.113.498
Cúcuta;2017;6;18;16;12;5;27;13;0;691.274.769.641.108;7.625.568.681.115.760
Medellín;2022;8;16;17;11;5;28;10;1;4.225.488.050.202.180;9.831.045.272.737.710
Barranquilla;2017;3;19;25;11;11;32;17;3;4.710.714.884.396.800;3.699.945.274.071.890
Manizales;2019;1;16;17;9;7;17;14;0;6.115.180.800.633.800;47.930.424.708.585.100
Pereira;2017;9;23;21;6;8;28;15;2;56.888.470.262.904.400;7.486.337.135.173.730
Cali;2023;2;17;13;8;4;33;11;1;6.225.120.631.561.790;17.200.179.942.590.700
Santa Marta;2021;12;25;19;8;9;32;12;2;22.706.340.286.243.200;4.555.174.223.106.180
Santa Marta;2017;11;21;15;13;11;29;15;2;4.648.012.707.826.250;7.983.738.956.363.270
Cúcuta;2024;9;21;18;10;14;31;16;3;49.212.468.246.917.500;4.645.577.035.228.030
Pereira;2021;11;12;14;16;5;25;22;2;5.137.002.794.834.770;7.184.563.733.925.590
